Unnamed: 0,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,barometric_altitude,transponder_code,special_purpose_indicator,position_source,category,hour
9418,a8a3ce,JBU109  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-76.3769,39.4692,11399.52,False,219.52,228.99,0.0,10972.8,3437.0,False,0,0,13
9419,aab6d9,N79NA   ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-72.6638,42.0943,868.68,False,44.74,17.39,-0.65,822.96,,False,0,0,13
9420,a7e691,SKW4960 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-86.5452,41.6526,7376.16,False,225.07,120.49,-0.33,7010.4,6517.0,False,0,0,13
9421,a7e67c,N608RP  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-80.5689,26.1257,6644.64,False,187.48,299.24,7.8,6294.12,,False,0,0,13
9422,a46b3d,TRP2    ,United States,2025-10-01 13:41:38,2025-10-01 13:41:38,-76.8618,38.8113,83.82,False,29.26,10.12,-0.98,22.86,,False,0,0,13
9423,4b9e4f,STW323  ,Turkey,2025-10-01 13:43:16,2025-10-01 13:43:17,32.2389,36.8942,7246.62,False,229.56,91.8,6.83,6987.54,,False,0,0,13
9425,78076c,CCA991  ,China,2025-10-01 13:43:17,2025-10-01 13:43:17,-157.8592,58.0567,10622.28,False,295.75,93.19,0.0,10668.0,,False,0,1,13
9426,a422c9,N366CA  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-112.0118,40.605,1676.4,False,57.71,348.69,-0.98,1645.92,,False,0,0,13
9427,3986a4,FMY8740 ,France,2025-10-01 13:36:52,2025-10-01 13:40:47,0.2991,43.515,510.54,False,58.89,231.03,1.63,419.1,,False,0,0,13
9428,ab7fee,AAL2218 ,United States,2025-10-01 13:43:09,2025-10-01 13:43:09,-87.9021,41.9691,167.64,False,76.14,89.61,1.3,114.3,,False,0,0,13
9429,3986a0,FMY8742 ,France,2025-10-01 13:43:17,2025-10-01 13:43:17,0.5317,43.2713,822.96,False,54.53,301.89,0.33,701.04,,False,0,0,13
9430,3986a5,,France,2025-10-01 13:40:44,2025-10-01 13:40:44,-1.1107,43.5999,434.34,False,49.05,355.19,-4.55,312.42,,False,0,0,13
9431,3986a6,FHBVG   ,France,2025-10-01 13:40:10,2025-10-01 13:40:10,-0.6364,43.4987,434.34,False,40.29,275.13,0.65,327.66,,False,0,0,13
9432,00ae88,LNK664Y ,South Africa,2025-10-01 13:43:17,2025-10-01 13:43:17,19.001,-34.025,2857.5,False,118.59,225.35,-6.18,2773.68,,False,0,0,13
9433,76b44a,SIA856  ,Singapore,2025-10-01 13:43:16,2025-10-01 13:43:17,103.8798,2.104,6576.06,False,197.31,353.41,5.53,6195.06,,False,0,0,13
9434,800c44,AIC2692 ,India,2025-10-01 13:43:17,2025-10-01 13:43:17,87.1932,26.0293,10995.66,False,229.17,282.45,0.0,10363.2,2621.0,False,0,0,13
9435,a973f4,N708TE  ,United States,2025-10-01 13:38:49,2025-10-01 13:40:46,-85.5792,35.1813,1524.0,False,59.43,185.46,-2.93,1485.9,,False,0,0,13
9436,ab1f6c,N8158N  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-84.2639,33.2166,655.32,False,36.03,136.74,2.28,609.6,,False,0,0,13
9437,485a81,TFL3411 ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,22.0214,39.4937,10934.7,False,246.75,140.67,0.0,10668.0,170.0,False,0,0,13
9438,a7c00f,JIA5223 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-80.6431,36.6444,8351.52,False,205.96,54.76,4.88,8016.24,,False,0,4,13
9439,485a86,TFL3GH  ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,-3.5323,44.7179,11483.34,False,222.29,35.68,0.0,10972.8,4450.0,False,0,0,13
9440,800c48,AIC931  ,India,2025-10-01 13:43:17,2025-10-01 13:43:17,71.811,19.5286,7239.0,False,204.05,287.16,5.85,6911.34,,False,0,0,13
9441,485a84,TFL4KB  ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,4.7125,52.3689,114.3,False,72.68,183.65,-3.9,-68.58,1170.0,False,0,0,13
9442,a5307f,RPA4741 ,United States,2025-10-01 13:42:55,2025-10-01 13:42:55,-87.9265,41.9825,,True,2.57,0.0,,,,False,0,0,13
9443,00ae6e,LNK327C ,South Africa,2025-10-01 13:39:44,2025-10-01 13:39:45,18.5997,-33.9715,,True,4.63,165.94,,,,False,0,0,13
9444,ab7ffe,N840BM  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:16,-92.2155,37.1757,10401.3,False,238.74,46.75,-9.75,9906.0,,False,0,0,13
9445,151ef9,SBI3062 ,Russian Federation,2025-10-01 13:31:44,2025-10-01 13:43:15,38.2443,55.6754,2712.72,False,4.12,0.0,-4.23,3672.84,,False,0,0,13
9446,4d2209,RYR88ZJ ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,8.8491,42.0292,9372.6,False,191.53,2.31,0.0,9144.0,,False,0,0,13
9447,ac9ff2,AAL1424 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-87.7887,41.613,3474.72,False,175.43,166.09,4.88,3314.7,3510.0,False,0,0,13
9448,a06703,RPA4595 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-84.2937,33.6339,1638.3,False,129.13,90.68,9.43,1562.1,2537.0,False,0,0,13
9449,800c3e,AIC185  ,India,2025-10-01 13:43:17,2025-10-01 13:43:17,-124.211,50.0978,6286.5,False,178.98,107.39,-9.1,6370.32,,False,0,0,13
9450,a8900d,N6507F  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-81.2971,32.2097,2339.34,False,78.82,357.01,-0.65,2316.48,2362.0,False,0,0,13
9451,406091,SHT4B   ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,-0.4322,52.118,6096.0,False,198.64,339.22,6.5,5829.3,6232.0,False,0,0,13
9452,aab6df,N79NG   ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-87.2186,36.0014,8016.24,False,125.22,52.85,0.0,7620.0,2411.0,False,0,0,13
9453,800c11,IGO179P ,India,2025-10-01 13:43:17,2025-10-01 13:43:17,86.316,23.2726,11193.78,False,227.39,270.26,4.88,10546.08,2642.0,False,0,0,13
9454,7c2baf,VOZ696  ,Australia,2025-10-01 13:43:17,2025-10-01 13:43:17,141.3878,-37.7747,10858.5,False,234.84,92.64,0.0,10972.8,3765.0,False,0,0,13
9455,a28bf2,UPS2859 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-115.9408,33.8243,6804.66,False,205.54,276.47,-0.98,6477.0,,False,0,0,13
9456,a77077,GJS4421 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-88.9724,41.894,3246.12,False,151.39,55.66,-7.8,3078.48,1134.0,False,0,0,13
9457,aab6f8,N79PG   ,United States,2025-10-01 13:42:44,2025-10-01 13:42:44,-80.9293,35.1456,586.74,False,64.0,355.39,-4.88,495.3,6564.0,False,0,0,13
9458,a34b45,N311HP  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-84.0056,39.6029,1203.96,False,58.58,59.38,0.0,1158.24,,False,0,0,13
9459,0d0f35,VIV186  ,Mexico,2025-10-01 13:43:17,2025-10-01 13:43:17,-94.2086,31.6046,11902.44,False,234.81,28.53,0.0,11269.98,4272.0,False,0,0,13
9460,0d0f38,VTM414  ,Mexico,2025-10-01 13:43:17,2025-10-01 13:43:17,-84.3834,41.0807,6149.34,False,201.59,223.55,10.4,5852.16,,False,0,0,13
9461,a448fc,DAL1166 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-86.5023,35.1116,11498.58,False,244.38,244.57,0.0,10972.8,1627.0,False,0,0,13
9462,a422a7,N366AS  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-80.7151,28.3435,251.46,False,50.61,197.15,2.6,281.94,,False,0,0,13
9463,a91343,NDU684  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-111.6656,33.0743,1074.42,False,52.81,42.24,0.33,1059.18,,False,0,0,13
9464,39c48d,FBU93L  ,France,2025-10-01 13:43:17,2025-10-01 13:43:17,1.0516,51.179,9959.34,False,229.31,328.49,6.5,9593.58,5624.0,False,0,0,13
9465,a35e6f,EDV5436 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-75.1141,41.5548,5699.76,False,196.84,308.85,0.0,5486.4,3320.0,False,0,0,13
9466,a09b8d,N1382F  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.9014,39.9224,1691.64,False,48.79,132.44,0.0,1630.68,,False,0,0,13
9467,868428,ANA274  ,Japan,2025-10-01 13:43:17,2025-10-01 13:43:17,139.8154,35.5252,167.64,False,68.47,329.77,-3.58,129.54,1777.0,False,0,0,13
9468,a2457b,N2454E  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.0542,32.5937,769.62,False,40.13,180.73,-0.65,716.28,,False,0,0,13
9469,a8f338,NKS1530 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-87.8345,41.8845,2377.44,False,152.3,269.03,-2.6,2240.28,7204.0,False,0,0,13
9470,48b126,SPMKG   ,Poland,2025-10-01 13:43:16,2025-10-01 13:43:16,21.2271,51.8942,441.96,False,29.54,7.0,-0.33,289.56,,False,0,0,13
9471,48b123,SPMKD   ,Poland,2025-10-01 13:43:15,2025-10-01 13:43:16,21.8661,51.7751,891.54,False,64.51,209.63,-0.98,746.76,,False,0,0,13
9472,a35e66,AAL2523 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-78.1223,38.044,11353.8,False,232.2,219.16,0.0,10972.8,1111.0,False,0,0,13
9473,a41bb5,FFT4707 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.5602,37.4769,12085.32,False,224.5,233.1,0.0,11582.4,2457.0,False,0,0,13
9474,aca94b,AAL2292 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-87.7136,33.0137,11811.0,False,220.33,65.59,0.0,11277.6,,False,0,0,13
9475,7c2bb0,VOZ358  ,Australia,2025-10-01 13:40:29,2025-10-01 13:43:09,147.2558,-34.2757,11041.38,False,235.04,214.84,-0.33,10972.8,1060.0,False,0,0,13
9476,a448f8,UAL1052 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-77.6336,38.4704,10774.68,False,231.72,225.27,0.33,10363.2,1770.0,False,0,0,13
9477,ac3338,SWA3743 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-102.2921,37.3192,12138.66,False,212.97,249.2,0.0,11582.4,1360.0,False,0,0,13
9478,a2f5d0,N290DL  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-9.9833,39.0027,7513.32,False,215.09,358.77,11.38,7071.36,4405.0,False,0,0,13
9479,a3b50f,AAL2212 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-87.8458,41.986,693.42,False,100.35,74.54,5.85,632.46,,False,0,0,13
9480,a973e0,SKW6383 ,United States,2025-10-01 13:40:27,2025-10-01 13:40:30,-88.1605,33.5259,6842.76,False,222.7,82.3,-12.35,6530.34,2332.0,False,0,0,13
9481,a36556,ENY3900 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.7232,30.4164,2987.04,False,141.74,340.05,13.0,2827.02,,False,0,0,13
9482,ac3dec,SWA2591 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-80.3293,40.4678,12260.58,False,126.42,326.12,14.31,12192.0,6227.0,False,0,0,13
9483,4d2237,RYR282G ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,1.6339,42.0884,9532.62,False,205.4,352.66,13.66,9136.38,1000.0,False,0,0,13
9484,ab0ae5,N810RT  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.8978,41.3511,2080.26,False,66.08,204.37,2.28,1988.82,,False,0,0,13
9485,a61584,WUP491  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-76.2648,38.6953,12077.7,False,240.16,40.31,2.28,11597.64,,False,0,0,13
9486,a8fed6,TRF579  ,United States,2025-10-01 13:42:38,2025-10-01 13:43:16,-96.6733,33.7136,518.16,False,62.99,329.04,-1.95,502.92,,False,0,0,13
9487,385fff,TECHNO30,France,2025-10-01 13:43:13,2025-10-01 13:43:13,7.5257,47.6027,,True,4.89,244.69,,,,False,0,0,13
9488,4d2233,RYR32VM ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,9.1059,47.0825,11772.9,False,192.62,2.76,0.0,11582.4,2766.0,False,0,0,13
9489,abaa1a,SWA1852 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-78.8311,38.778,10393.68,False,119.15,325.56,16.91,10363.2,,False,0,0,13
9490,a017c9,FDX830  ,United States,2025-10-01 13:42:14,2025-10-01 13:42:14,-89.9581,34.8554,1074.42,False,108.96,328.71,-2.6,792.48,1311.0,False,0,0,13
9491,a6c5dc,,United States,2025-10-01 13:40:34,2025-10-01 13:40:34,-71.0172,42.3716,,True,3.6,315.0,,,,False,0,0,13
9492,3986e0,AFR19BR ,France,2025-10-01 13:43:17,2025-10-01 13:43:17,0.8762,46.5933,10447.02,False,255.95,107.31,0.0,10058.4,,False,0,1,13
9493,4d222a,RYR89KT ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,-4.021,37.3068,7284.72,False,205.74,20.34,8.78,6926.58,4621.0,False,0,0,13
9494,3986e5,AFR42XU ,France,2025-10-01 13:43:16,2025-10-01 13:43:16,5.0849,45.7175,,True,7.72,174.38,,,1040.0,False,0,0,13
9496,34714e,VOE3JM  ,Spain,2025-10-01 13:43:17,2025-10-01 13:43:17,-2.4368,41.0661,10546.08,False,232.37,169.41,0.0,10050.78,6544.0,False,0,0,13
9497,3986e6,AFR1541 ,France,2025-10-01 13:43:17,2025-10-01 13:43:17,4.8984,45.0511,4549.14,False,142.68,17.85,-9.75,4358.64,1000.0,False,0,0,13
9498,3986e7,AFR28PR ,France,2025-10-01 13:43:17,2025-10-01 13:43:17,2.9203,46.1158,11079.48,False,273.94,173.42,0.0,10668.0,1000.0,False,0,1,13
9499,3986e1,AFR43LW ,France,2025-10-01 13:40:28,2025-10-01 13:40:38,2.5354,48.9913,289.56,False,65.02,85.46,-3.25,114.3,1000.0,False,0,1,13
9500,4d221a,RYR97PJ ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,10.3372,44.8499,5737.86,False,190.59,337.8,-9.43,5593.08,5437.0,False,0,0,13
9501,a422fb,N366EA  ,United States,2025-10-01 13:38:39,2025-10-01 13:38:39,-112.3003,33.5178,312.42,False,32.67,26.16,-1.95,320.04,,False,0,0,13
9502,3986e2,AFR1576 ,France,2025-10-01 13:43:17,2025-10-01 13:43:17,1.6946,47.4411,9189.72,False,247.33,196.06,0.0,8839.2,1000.0,False,0,0,13
9503,c03e82,CFXRL   ,Canada,2025-10-01 13:43:16,2025-10-01 13:43:17,-107.3708,52.1142,1958.34,False,59.52,255.48,-1.3,2049.78,,False,0,0,13
9504,3986e3,AFR66JP ,France,2025-10-01 13:43:17,2025-10-01 13:43:17,5.0975,45.6884,449.58,False,59.48,354.04,-2.93,304.8,1000.0,False,0,0,13
9505,4d221d,RYR85XY ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,3.833,48.5168,11917.68,False,196.8,314.89,0.0,11582.4,5740.0,False,0,0,13
9506,4d2232,RYR307T ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,7.5104,41.5879,10210.8,False,227.1,62.62,-4.55,9936.48,1412.0,False,0,0,13
9507,a9d842,N733XE  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-83.9216,33.8506,1379.22,False,48.31,153.43,0.33,1341.12,,False,0,0,13
9508,a8553f,JIA5571 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-82.9026,34.3136,10165.08,False,236.6,235.27,-0.33,9745.98,,False,0,0,13
9509,a84e68,UPS72   ,United States,2025-10-01 13:42:14,2025-10-01 13:42:25,109.0225,22.0154,13007.34,False,246.87,309.93,0.0,12222.48,,False,0,0,13
9510,ac7a33,AAL2214 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-88.1433,41.988,1127.76,False,87.97,90.0,-4.88,1043.94,7454.0,False,0,0,13
9511,4d2248,RYR12NP ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,6.8219,43.4402,10477.5,False,215.36,60.68,-3.58,10187.94,1000.0,False,0,0,13
9512,ac3dfc,N8880Y  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,8.0865,49.2088,2545.08,False,75.86,157.26,-0.98,2377.44,4451.0,False,0,0,13
9513,a71b43,AAL520  ,United States,2025-10-01 13:42:34,2025-10-01 13:42:34,-97.0356,32.9018,,True,0.9,258.75,,,,False,0,0,13
9514,a662f0,N510RK  ,United States,2025-10-01 13:43:15,2025-10-01 13:43:17,-81.6263,28.8582,1318.26,False,62.15,72.16,3.58,1272.54,,False,0,0,13
9515,4d2244,RYR8328 ,Malta,2025-10-01 13:43:16,2025-10-01 13:43:17,7.9735,48.1511,4328.16,False,177.48,0.17,-18.53,4168.14,1000.0,False,0,0,13
9516,a34b8a,N311LH  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:16,-84.9431,40.4327,2011.68,False,83.34,269.65,0.0,1905.0,,False,0,0,13
9517,a6d8ff,N540M   ,United States,2025-10-01 13:41:09,2025-10-01 13:41:09,-93.4273,37.2876,647.7,False,75.37,169.38,-6.5,586.74,4772.0,False,0,0,13
9518,4d2245,RYR4VU  ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,11.8076,44.3753,7002.78,False,216.25,19.6,-13.98,6835.14,5155.0,False,0,0,13
9519,800c89,AIC905  ,India,2025-10-01 13:42:43,2025-10-01 13:42:43,78.6421,13.2301,9867.9,False,229.49,268.84,4.55,9517.38,,False,0,0,13
9520,ab879f,DAL1070 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-88.9642,39.8053,10843.26,False,226.91,247.33,0.0,10363.2,,False,0,0,13
9521,4c0262,ASL78X  ,Serbia,2025-10-01 13:43:16,2025-10-01 13:43:17,16.9791,41.7903,10523.22,False,252.29,21.91,-0.65,10363.2,,False,0,0,13
9522,4c0261,ASL51Y  ,Serbia,2025-10-01 13:43:17,2025-10-01 13:43:17,19.131,44.3823,6393.18,False,233.09,76.73,-5.2,6278.88,,False,0,0,13
9523,4d223a,RYR85DF ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,10.7437,39.1071,11269.98,False,203.69,305.34,0.0,10972.8,,False,0,0,13
9525,a05410,DAL1274 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-103.2958,34.9222,11544.3,False,225.24,316.39,-0.33,10972.8,7356.0,False,0,0,13
9526,a7e5c1,JBU2285 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-78.7404,35.7936,1577.34,False,137.51,224.7,-9.43,1501.14,7132.0,False,0,0,13
9527,a3527e,N313FL  ,United States,2025-10-01 13:43:14,2025-10-01 13:43:17,-85.451,31.2254,251.46,False,47.29,225.0,1.95,243.84,,False,0,0,13
9528,a72232,SFY552  ,United States,2025-10-01 13:42:34,2025-10-01 13:42:34,-80.565,27.8214,518.16,False,50.78,230.34,2.6,533.4,,False,0,0,13
9529,ab0aed,N810SA  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-98.2567,29.8813,1226.82,False,35.89,297.3,-0.33,1158.24,,False,0,0,13
9530,a72e6c,AVR4888 ,United States,2025-10-01 13:42:29,2025-10-01 13:42:29,-74.1476,4.7009,,True,8.23,36.56,,,,False,0,0,13
9531,4d222e,RYR55SN ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,0.9282,42.7865,12039.6,False,205.87,349.93,-0.33,11582.4,5555.0,False,0,0,13
9532,4d2240,RYR896Q ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,12.9393,38.6736,5875.02,False,188.29,0.47,13.0,5699.76,,False,0,0,13
9533,4d2242,RYR31PG ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,-2.504,53.2949,1691.64,False,121.14,225.52,10.4,1554.48,,False,0,0,13
9534,a0540a,DAL557  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-83.6673,33.756,5669.28,False,197.04,70.48,6.83,5433.06,5710.0,False,0,0,13
9535,a84e56,N634TW  ,United States,2025-10-01 13:38:41,2025-10-01 13:38:41,-72.8975,42.5668,1920.24,False,69.36,237.72,0.33,1905.0,,False,0,0,13
9536,a422f7,DAL918  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-107.4243,34.2833,10599.42,False,253.86,79.37,0.0,10058.4,,False,0,0,13
9537,4d2215,RYR458G ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,10.3615,43.6557,3009.9,False,156.93,179.06,16.58,2918.46,,False,0,0,13
9538,4d2216,RYR6WD  ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,21.754,57.1277,11254.74,False,220.0,142.22,0.0,11277.6,3720.0,False,0,0,13
9539,4d2217,RYR2981 ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,-8.4123,50.2836,12367.26,False,230.38,170.75,0.0,11887.2,5250.0,False,0,0,13
9540,a4bb99,N404BC  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-75.9745,42.7031,12900.66,False,231.68,87.71,0.33,12496.8,6525.0,False,0,0,13
9541,a9d829,N733WE  ,United States,2025-10-01 13:43:12,2025-10-01 13:43:12,-81.117,28.781,487.68,False,47.55,264.41,0.0,510.54,,False,0,0,13
9542,4d2211,,Malta,2025-10-01 13:41:00,2025-10-01 13:41:00,16.8322,52.4159,,True,1.54,205.31,,,,False,0,0,13
9543,485a32,KLM1972 ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,11.3123,46.8817,11727.18,False,209.89,311.62,-0.33,11582.4,1000.0,False,0,0,13
9544,4d2212,RYR78ZR ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,2.9793,51.0602,11971.02,False,241.23,102.94,6.83,11635.74,5241.0,False,0,0,13
9545,4d2213,RYR4WR  ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,1.1765,39.1883,12031.98,False,213.98,3.86,0.0,11582.4,7767.0,False,0,0,13
9546,a8feb8,SKW5791 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-102.0813,34.4123,6964.68,False,181.46,347.22,5.53,6621.78,,False,0,0,13
9547,407f38,EXS59WJ ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,-3.6254,50.4595,11452.86,False,215.32,4.93,0.0,10972.8,7755.0,False,0,0,13
9548,acd120,DAL2957 ,United States,2025-10-01 13:43:18,2025-10-01 13:43:18,-81.7683,42.9125,9319.26,False,218.11,60.77,-5.2,8938.26,4776.0,False,0,0,13
9549,3d0e5d,DEDRP   ,Germany,2025-10-01 13:43:14,2025-10-01 13:43:17,8.5327,49.6519,716.28,False,40.56,344.55,-0.65,556.26,4450.0,False,0,0,13
9550,acf76f,CXK484  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-111.4306,33.2533,777.24,False,51.22,326.47,1.95,762.0,,False,0,0,13
9551,a4bb8a,AAL1808 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-113.7008,35.242,9304.02,False,247.42,104.33,0.98,8831.58,,False,0,0,13
9552,009a53,SAA076  ,South Africa,2025-10-01 13:43:17,2025-10-01 13:43:17,26.1195,-24.8039,11003.28,False,235.62,285.19,0.0,10363.2,,False,0,0,13
9553,800c4b,AIC384  ,India,2025-10-01 13:40:36,2025-10-01 13:41:39,101.4449,2.6739,1562.1,False,125.72,8.0,-4.88,1508.76,,False,0,0,13
9554,ab0afd,N810SS  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-96.4087,29.9432,5044.44,False,134.85,268.25,7.48,4800.6,,False,0,0,13
9555,a22b8d,N239SP  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:16,-80.9424,35.6507,510.54,False,45.47,134.54,-1.95,487.68,,False,0,0,13
9556,a7d2ae,SKW3647 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.2277,31.1594,5326.38,False,199.61,198.48,-11.38,5074.92,1552.0,False,0,0,13
9557,ace44b,N93LA   ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-90.789,41.5345,13639.8,False,234.64,268.74,0.33,13106.4,3010.0,False,0,0,13
9558,485a35,KLM34A  ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,4.6831,57.0655,11841.48,False,253.68,183.84,0.0,11582.4,2233.0,False,0,0,13
9559,485a33,KLM47U  ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,4.6406,51.7633,5593.08,False,217.0,205.41,12.03,5387.34,1126.0,False,0,0,13
9560,407f1f,RUK87CW ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,0.0369,51.9355,2095.5,False,133.1,287.31,13.66,1943.1,2035.0,False,0,0,13
9561,485a34,KLM33A  ,Kingdom of the Netherlands,2025-10-01 13:43:16,2025-10-01 13:43:17,-4.3409,39.4035,12420.6,False,248.55,213.69,-0.33,11887.2,2107.0,False,0,0,13
9562,4d2210,RYR469  ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,-2.6743,46.5092,12077.7,False,214.01,53.41,0.0,11582.4,,False,0,0,13
9563,ab6162,SKW3857 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-90.9,41.8539,11445.24,False,218.75,259.43,0.33,10972.8,5222.0,False,0,0,13
9564,ad4ae1,N9559V  ,United States,2025-10-01 13:43:02,2025-10-01 13:43:02,-112.3658,33.4318,,True,4.12,241.88,,,,False,0,0,13
9565,a35e9c,AAL1851 ,United States,2025-10-01 13:43:09,2025-10-01 13:43:09,-85.2666,27.3233,10949.94,False,221.91,288.94,0.0,10363.2,,False,0,0,13
9566,4d2228,RYR2DX  ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,21.6477,41.9412,11163.3,False,205.35,312.56,0.0,10972.8,6466.0,False,0,0,13
9567,800c64,,India,2025-10-01 13:43:17,2025-10-01 13:43:17,72.1435,18.489,5760.72,False,183.46,47.05,-4.55,5539.74,,False,0,0,13
9568,4d2229,RYR25AC ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,1.1383,42.0417,9570.72,False,213.67,6.08,10.4,9166.86,5501.0,False,0,0,13
9569,4d2222,RYR102M ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,-7.8803,48.1877,12108.18,False,223.17,348.43,0.0,11582.4,6241.0,False,0,0,13
9570,a18707,N198MS  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-87.0201,31.6796,3131.82,False,121.53,220.36,0.65,3009.9,,False,0,0,13
9571,407f1e,RUK9314 ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,-7.7919,43.5736,11536.68,False,222.25,26.09,0.0,10972.8,,False,0,0,13
9572,4d2223,RYR961L ,Malta,2025-10-01 13:43:17,2025-10-01 13:43:17,12.4383,36.2662,11620.5,False,236.25,105.28,-6.18,11247.12,,False,0,0,13
9573,a9c508,AAL136  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-8.6429,58.2327,10866.12,False,252.41,137.89,0.0,10668.0,,False,0,0,13
9574,a9d837,N733WU  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.0343,32.4809,563.88,False,60.15,347.15,0.0,563.88,,False,0,0,13
